@relation handgrasp_object_detection

@attribute T_y real
@attribute T_p real
@attribute T_r real
@attribute I_y real
@attribute I_p real
@attribute I_r real
@attribute M_y real
@attribute M_p real
@attribute M_r real
@attribute R_y real
@attribute R_p real
@attribute R_r real
@attribute P_y real
@attribute P_p real
@attribute P_r real
@attribute B_y real
@attribute B_p real
@attribute B_r real
@attribute Class {bottle_hold,pen_hold,cup_carry,phone_answer,unleash_pen,screw_driver}

@data
131.81, 5.07, 6.88, 118.82, -0.78, -15.28, 204.80, 1.12, -107.72, 180.14, -12.86, -52.43,130.38, 6.92, -0.92,164.25, 2.54, -93.53,phone_answer
131.80, 5.12, 6.93, 118.81, -0.76, -15.26, 204.81, 1.09, -107.73, 180.13, -12.87, -52.41,130.36, 6.89, -0.85,164.24, 2.54, -93.52,phone_answer
131.82, 5.07, 6.91, 118.83, -0.82, -15.27, 204.83, 1.07, -107.72, 180.13, -12.89, -52.42,130.38, 6.80, -0.90,164.22, 2.54, -93.51,phone_answer
131.78, 5.08, 6.95, 118.77, -0.81, -15.22, 204.83, 1.08, -107.70, 180.12, -12.90, -52.40,130.34, 6.86, -0.89,164.20, 2.54, -93.52,phone_answer
131.76, 5.08, 6.96, 118.75, -0.85, -15.21, 204.83, 1.08, -107.71, 180.11, -12.88, -52.41,130.31, 6.87, -0.87,164.20, 2.54, -93.54,phone_answer
131.74, 5.08, 6.94, 118.69, -0.83, -15.22, 204.83, 1.08, -107.70, 180.11, -12.91, -52.41,130.28, 6.90, -0.89,164.18, 2.54, -93.56,phone_answer
131.72, 5.09, 6.94, 118.67, -0.84, -15.21, 204.85, 1.08, -107.69, 180.12, -12.90, -52.41,130.25, 6.93, -0.88,164.17, 2.55, -93.54,phone_answer
131.71, 5.09, 6.92, 118.65, -0.84, -15.22, 204.84, 1.06, -107.69, 180.10, -12.91, -52.39,130.26, 6.88, -0.92,164.13, 2.56, -93.53,phone_answer
131.67, 5.11, 6.94, 118.61, -0.82, -15.21, 204.79, 1.05, -107.69, 180.08, -12.88, -52.40,130.20, 6.89, -0.90,164.11, 2.55, -93.56,phone_answer
131.63, 5.11, 6.94, 118.58, -0.85, -15.23, 204.78, 1.05, -107.69, 180.09, -12.88, -52.44,130.18, 6.87, -0.91,164.09, 2.55, -93.59,phone_answer
131.59, 5.13, 6.93, 118.55, -0.87, -15.24, 204.79, 1.07, -107.68, 180.08, -12.86, -52.44,130.12, 6.95, -0.92,164.07, 2.56, -93.60,phone_answer
131.56, 5.13, 6.92, 118.49, -0.83, -15.24, 204.80, 1.08, -107.68, 180.06, -12.88, -52.45,130.06, 6.97, -0.92,164.02, 2.54, -93.60,phone_answer
131.51, 5.13, 6.93, 118.42, -0.85, -15.24, 204.80, 1.09, -107.70, 180.06, -12.90, -52.48,130.08, 6.87, -0.92,164.01, 2.53, -93.63,phone_answer
131.50, 5.08, 6.89, 118.42, -0.90, -15.28, 204.82, 1.10, -107.69, 180.07, -12.91, -52.51,130.05, 6.86, -0.97,163.99, 2.53, -93.64,phone_answer
131.47, 5.09, 6.89, 118.39, -0.91, -15.30, 204.83, 1.11, -107.68, 180.04, -12.91, -52.49,129.99, 6.90, -1.00,163.95, 2.53, -93.63,phone_answer
131.43, 5.08, 6.89, 118.36, -0.95, -15.29, 204.81, 1.09, -107.68, 180.01, -12.94, -52.50,129.95, 6.86, -0.94,163.91, 2.52, -93.62,phone_answer
131.40, 5.03, 6.92, 118.33, -1.01, -15.28, 204.82, 1.08, -107.69, 180.00, -12.94, -52.51,129.90, 6.83, -0.90,163.88, 2.50, -93.61,phone_answer
131.39, 5.01, 6.92, 118.32, -1.04, -15.29, 204.85, 1.09, -107.68, 179.98, -12.89, -52.51,129.90, 6.81, -0.97,163.87, 2.50, -93.62,phone_answer
131.35, 5.04, 6.90, 118.26, -1.01, -15.29, 204.84, 1.09, -107.67, 179.92, -12.88, -52.47,129.85, 6.81, -0.96,163.82, 2.51, -93.62,phone_answer
131.30, 5.01, 6.90, 118.21, -1.06, -15.28, 204.82, 1.09, -107.69, 179.89, -12.91, -52.48,129.79, 6.78, -0.89,163.78, 2.51, -93.62,phone_answer
131.28, 4.95, 6.92, 118.19, -1.12, -15.28, 204.83, 1.09, -107.70, 179.89, -12.92, -52.50,129.78, 6.76, -0.83,163.79, 2.51, -93.62,phone_answer
131.30, 4.96, 6.91, 118.18, -1.08, -15.29, 204.86, 1.08, -107.66, 179.89, -12.91, -52.48,129.76, 6.88, -0.88,163.78, 2.52, -93.62,phone_answer
131.27, 5.03, 6.92, 118.15, -1.03, -15.28, 204.85, 1.06, -107.65, 179.88, -12.91, -52.47,129.75, 6.88, -0.92,163.75, 2.52, -93.61,phone_answer
131.22, 5.04, 6.92, 118.09, -1.01, -15.27, 204.82, 1.04, -107.65, 179.85, -12.94, -52.47,129.70, 6.84, -0.90,163.70, 2.52, -93.60,phone_answer
131.18, 5.02, 6.95, 118.05, -1.04, -15.25, 204.81, 1.04, -107.66, 179.84, -12.93, -52.50,129.68, 6.82, -0.91,163.70, 2.52, -93.62,phone_answer
131.17, 5.04, 6.93, 118.04, -1.04, -15.28, 204.86, 1.07, -107.65, 179.83, -12.89, -52.50,129.69, 6.84, -0.94,163.69, 2.53, -93.62,phone_answer
131.14, 5.07, 6.93, 118.00, -1.00, -15.28, 204.88, 1.08, -107.64, 179.80, -12.85, -52.47,129.66, 6.88, -0.93,163.66, 2.52, -93.63,phone_answer
131.11, 5.07, 6.95, 117.98, -1.03, -15.28, 204.91, 1.09, -107.64, 179.78, -12.89, -52.47,129.65, 6.79, -0.94,163.63, 2.49, -93.63,phone_answer
131.09, 5.00, 6.94, 117.95, -1.09, -15.28, 204.96, 1.11, -107.66, 179.79, -12.92, -52.50,129.66, 6.74, -0.95,163.65, 2.48, -93.63,phone_answer
131.10, 5.00, 6.92, 117.92, -1.08, -15.29, 204.99, 1.11, -107.65, 179.77, -12.87, -52.48,129.63, 6.84, -0.97,163.63, 2.48, -93.64,phone_answer
131.06, 5.04, 6.92, 117.89, -1.04, -15.30, 204.98, 1.12, -107.65, 179.73, -12.83, -52.48,129.59, 6.83, -0.96,163.56, 2.47, -93.64,phone_answer
131.00, 5.03, 6.94, 117.84, -1.09, -15.29, 204.98, 1.12, -107.67, 179.68, -12.87, -52.48,129.57, 6.73, -0.88,163.54, 2.46, -93.64,phone_answer
130.96, 4.99, 6.98, 117.82, -1.14, -15.28, 205.03, 1.14, -107.67, 179.71, -12.90, -52.51,129.59, 6.73, -0.89,163.54, 2.45, -93.65,phone_answer
130.97, 5.01, 6.96, 117.84, -1.14, -15.30, 205.05, 1.13, -107.67, 179.69, -12.88, -52.48,129.56, 6.80, -0.91,163.54, 2.44, -93.67,phone_answer
130.96, 5.03, 6.95, 117.84, -1.14, -15.32, 205.04, 1.12, -107.66, 179.65, -12.84, -52.47,129.52, 6.78, -0.94,163.48, 2.44, -93.66,phone_answer
130.91, 5.01, 6.94, 117.77, -1.14, -15.31, 205.01, 1.12, -107.68, 179.61, -12.87, -52.49,129.49, 6.70, -0.92,163.43, 2.45, -93.65,phone_answer
130.86, 4.96, 6.94, 117.73, -1.19, -15.29, 205.01, 1.13, -107.69, 179.62, -12.87, -52.51,129.49, 6.67, -0.93,163.44, 2.45, -93.66,phone_answer
130.86, 4.98, 6.92, 117.72, -1.19, -15.31, 205.02, 1.13, -107.69, 179.63, -12.87, -52.52,129.47, 6.71, -0.95,163.44, 2.44, -93.67,phone_answer
130.86, 4.97, 6.88, 117.68, -1.15, -15.34, 205.00, 1.11, -107.69, 179.60, -12.86, -52.53,129.43, 6.73, -0.96,163.40, 2.45, -93.66,phone_answer
130.83, 4.95, 6.88, 117.65, -1.18, -15.33, 205.01, 1.12, -107.67, 179.56, -12.89, -52.51,129.37, 6.77, -0.96,163.35, 2.46, -93.64,phone_answer
130.77, 4.97, 6.91, 117.57, -1.14, -15.29, 205.01, 1.12, -107.66, 179.51, -12.87, -52.48,129.33, 6.80, -0.85,163.34, 2.45, -93.65,phone_answer
130.77, 4.97, 6.92, 117.57, -1.15, -15.29, 205.06, 1.12, -107.66, 179.52, -12.91, -52.48,129.33, 6.73, -0.86,163.33, 2.44, -93.67,phone_answer
130.77, 4.94, 6.89, 117.53, -1.14, -15.32, 205.06, 1.11, -107.66, 179.50, -12.87, -52.49,129.33, 6.70, -0.90,163.31, 2.45, -93.66,phone_answer
130.75, 4.96, 6.89, 117.51, -1.14, -15.31, 205.04, 1.11, -107.65, 179.46, -12.81, -52.46,129.28, 6.77, -0.90,163.27, 2.45, -93.64,phone_answer
130.73, 4.96, 6.92, 117.47, -1.13, -15.28, 205.02, 1.10, -107.66, 179.44, -12.82, -52.47,129.28, 6.69, -0.89,163.26, 2.44, -93.66,phone_answer
130.74, 4.90, 6.89, 117.46, -1.17, -15.30, 205.05, 1.10, -107.67, 179.43, -12.84, -52.48,129.24, 6.71, -0.89,163.24, 2.43, -93.66,phone_answer
130.72, 4.91, 6.90, 117.40, -1.11, -15.28, 205.06, 1.10, -107.67, 179.41, -12.79, -52.47,129.24, 6.71, -0.90,163.25, 2.42, -93.68,phone_answer
130.74, 4.89, 6.88, 117.36, -1.08, -15.29, 205.06, 1.09, -107.67, 179.40, -12.79, -52.48,129.24, 6.67, -0.94,163.23, 2.42, -93.67,phone_answer
130.73, 4.87, 6.86, 117.35, -1.09, -15.29, 205.05, 1.09, -107.65, 179.36, -12.79, -52.47,129.21, 6.68, -0.94,163.20, 2.42, -93.68,phone_answer
130.72, 4.85, 6.87, 117.34, -1.12, -15.30, 205.06, 1.08, -107.67, 179.38, -12.82, -52.51,129.19, 6.65, -0.93,163.20, 2.40, -93.69,phone_answer
130.73, 4.81, 6.82, 117.33, -1.15, -15.34, 205.06, 1.07, -107.69, 179.37, -12.85, -52.53,129.20, 6.62, -0.97,163.17, 2.41, -93.70,phone_answer
130.69, 4.84, 6.81, 117.30, -1.13, -15.34, 205.07, 1.08, -107.68, 179.35, -12.85, -52.52,129.18, 6.64, -0.96,163.15, 2.40, -93.70,phone_answer
130.68, 4.81, 6.81, 117.28, -1.16, -15.34, 205.09, 1.09, -107.69, 179.35, -12.88, -52.56,129.15, 6.56, -0.94,163.13, 2.38, -93.71,phone_answer
130.67, 4.76, 6.81, 117.26, -1.18, -15.34, 205.12, 1.09, -107.71, 179.35, -12.89, -52.58,129.14, 6.60, -0.96,163.11, 2.38, -93.69,phone_answer
130.67, 4.74, 6.80, 117.23, -1.16, -15.34, 205.12, 1.08, -107.71, 179.32, -12.88, -52.56,129.12, 6.60, -0.96,163.08, 2.38, -93.69,phone_answer
130.64, 4.75, 6.82, 117.18, -1.15, -15.32, 205.12, 1.08, -107.71, 179.32, -12.91, -52.56,129.12, 6.56, -0.99,163.08, 2.36, -93.72,phone_answer
130.63, 4.72, 6.80, 117.15, -1.18, -15.33, 205.12, 1.09, -107.72, 179.30, -12.92, -52.57,129.07, 6.60, -0.99,163.06, 2.36, -93.73,phone_answer
130.61, 4.71, 6.78, 117.15, -1.23, -15.35, 205.13, 1.10, -107.73, 179.29, -12.89, -52.58,129.04, 6.60, -0.98,163.04, 2.36, -93.73,phone_answer
130.60, 4.72, 6.78, 117.12, -1.22, -15.34, 205.16, 1.10, -107.73, 179.29, -12.93, -52.57,129.05, 6.59, -0.99,163.03, 2.35, -93.74,phone_answer
130.59, 4.73, 6.78, 117.13, -1.25, -15.36, 205.18, 1.10, -107.74, 179.29, -12.95, -52.59,129.04, 6.54, -1.02,163.02, 2.34, -93.76,phone_answer
130.57, 4.71, 6.76, 117.13, -1.28, -15.37, 205.19, 1.11, -107.74, 179.28, -12.98, -52.60,129.01, 6.52, -1.04,162.99, 2.35, -93.76,phone_answer
130.55, 4.69, 6.75, 117.10, -1.29, -15.37, 205.19, 1.11, -107.74, 179.25, -12.91, -52.60,128.98, 6.55, -1.03,162.97, 2.35, -93.76,phone_answer
130.53, 4.68, 6.76, 117.04, -1.24, -15.35, 205.17, 1.10, -107.74, 179.23, -12.95, -52.60,128.92, 6.60, -1.01,162.93, 2.34, -93.75,phone_answer
130.50, 4.69, 6.78, 117.03, -1.27, -15.35, 205.17, 1.09, -107.75, 179.23, -12.97, -52.60,128.89, 6.61, -1.01,162.92, 2.35, -93.76,phone_answer
130.47, 4.71, 6.77, 116.98, -1.25, -15.35, 205.18, 1.10, -107.74, 179.19, -12.97, -52.59,128.87, 6.58, -1.01,162.89, 2.36, -93.76,phone_answer
130.44, 4.70, 6.76, 116.99, -1.30, -15.37, 205.20, 1.12, -107.73, 179.17, -12.97, -52.59,128.88, 6.52, -1.03,162.85, 2.38, -93.75,phone_answer
130.40, 4.71, 6.79, 116.95, -1.30, -15.35, 205.19, 1.12, -107.71, 179.13, -12.93, -52.56,128.86, 6.56, -1.00,162.82, 2.38, -93.74,phone_answer
130.40, 4.67, 6.80, 116.91, -1.28, -15.32, 205.18, 1.11, -107.71, 179.11, -12.89, -52.56,128.85, 6.52, -0.96,162.80, 2.39, -93.73,phone_answer
130.39, 4.66, 6.80, 116.89, -1.27, -15.32, 205.20, 1.10, -107.71, 179.10, -12.87, -52.55,128.86, 6.48, -1.00,162.79, 2.38, -93.74,phone_answer
130.39, 4.65, 6.80, 116.88, -1.30, -15.33, 205.21, 1.11, -107.69, 179.07, -12.88, -52.53,128.86, 6.44, -1.03,162.77, 2.38, -93.75,phone_answer
130.36, 4.64, 6.79, 116.83, -1.30, -15.33, 205.17, 1.10, -107.69, 179.04, -12.90, -52.53,128.80, 6.49, -1.01,162.73, 2.38, -93.76,phone_answer
130.32, 4.63, 6.81, 116.81, -1.33, -15.32, 205.16, 1.10, -107.70, 179.03, -12.92, -52.53,128.77, 6.52, -1.01,162.70, 2.37, -93.76,phone_answer
130.28, 4.65, 6.82, 116.78, -1.35, -15.29, 205.14, 1.10, -107.70, 178.99, -12.93, -52.53,128.75, 6.49, -0.96,162.68, 2.37, -93.76,phone_answer
130.26, 4.63, 6.84, 116.76, -1.34, -15.29, 205.18, 1.11, -107.70, 178.99, -12.90, -52.55,128.75, 6.45, -0.98,162.67, 2.36, -93.79,phone_answer
130.25, 4.63, 6.80, 116.74, -1.34, -15.32, 205.20, 1.13, -107.68, 178.97, -12.90, -52.55,128.72, 6.49, -1.02,162.65, 2.37, -93.81,phone_answer
130.21, 4.67, 6.80, 116.69, -1.31, -15.33, 205.21, 1.14, -107.65, 178.94, -12.91, -52.53,128.68, 6.54, -1.03,162.61, 2.37, -93.82,phone_answer
130.17, 4.68, 6.79, 116.67, -1.31, -15.33, 205.18, 1.12, -107.66, 178.90, -12.91, -52.52,128.70, 6.44, -1.02,162.58, 2.36, -93.81,phone_answer
130.18, 4.61, 6.78, 116.68, -1.39, -15.35, 205.20, 1.13, -107.67, 178.90, -12.95, -52.54,128.66, 6.46, -1.05,162.56, 2.37, -93.80,phone_answer
130.15, 4.63, 6.77, 116.63, -1.33, -15.35, 205.22, 1.15, -107.66, 178.88, -12.92, -52.53,128.63, 6.59, -1.06,162.54, 2.38, -93.80,phone_answer
130.13, 4.67, 6.79, 116.63, -1.31, -15.34, 205.23, 1.15, -107.67, 178.86, -12.87, -52.53,128.60, 6.65, -1.07,162.51, 2.37, -93.79,phone_answer
130.10, 4.66, 6.78, 116.63, -1.36, -15.37, 205.20, 1.13, -107.68, 178.82, -12.89, -52.53,128.54, 6.63, -1.03,162.46, 2.36, -93.78,phone_answer
130.07, 4.62, 6.80, 116.58, -1.39, -15.35, 205.20, 1.12, -107.70, 178.77, -12.90, -52.53,128.52, 6.54, -0.96,162.42, 2.35, -93.77,phone_answer
130.06, 4.57, 6.83, 116.58, -1.45, -15.32, 205.25, 1.14, -107.69, 178.77, -12.87, -52.52,128.53, 6.54, -1.01,162.42, 2.34, -93.79,phone_answer
130.06, 4.57, 6.80, 116.58, -1.46, -15.35, 205.27, 1.14, -107.67, 178.75, -12.86, -52.52,128.51, 6.54, -1.07,162.40, 2.35, -93.81,phone_answer
130.04, 4.55, 6.76, 116.54, -1.45, -15.36, 205.27, 1.15, -107.66, 178.72, -12.92, -52.52,128.46, 6.53, -1.03,162.36, 2.34, -93.81,phone_answer
130.02, 4.49, 6.75, 116.47, -1.43, -15.33, 205.26, 1.15, -107.67, 178.68, -12.97, -52.51,128.43, 6.50, -0.95,162.31, 2.34, -93.80,phone_answer
130.00, 4.46, 6.80, 116.44, -1.40, -15.29, 205.26, 1.14, -107.65, 178.67, -12.94, -52.49,128.44, 6.49, -0.99,162.31, 2.34, -93.81,phone_answer
130.00, 4.48, 6.80, 116.46, -1.43, -15.30, 205.29, 1.15, -107.64, 178.67, -12.99, -52.48,128.43, 6.51, -1.02,162.30, 2.34, -93.81,phone_answer
129.98, 4.49, 6.79, 116.44, -1.43, -15.29, 205.29, 1.15, -107.65, 178.64, -12.99, -52.48,128.43, 6.47, -1.02,162.27, 2.35, -93.81,phone_answer
129.94, 4.50, 6.78, 116.43, -1.46, -15.31, 205.29, 1.16, -107.67, 178.62, -12.97, -52.51,128.40, 6.45, -1.04,162.24, 2.35, -93.81,phone_answer
129.90, 4.51, 6.78, 116.38, -1.42, -15.30, 205.29, 1.17, -107.67, 178.59, -13.00, -52.50,128.38, 6.51, -1.04,162.23, 2.36, -93.81,phone_answer
129.89, 4.54, 6.80, 116.38, -1.42, -15.29, 205.30, 1.18, -107.65, 178.58, -13.01, -52.50,128.39, 6.49, -1.03,162.19, 2.36, -93.81,phone_answer
129.86, 4.55, 6.81, 116.35, -1.41, -15.29, 205.31, 1.18, -107.63, 178.57, -13.01, -52.52,128.39, 6.42, -1.05,162.17, 2.35, -93.82,phone_answer
129.82, 4.53, 6.79, 116.30, -1.42, -15.29, 205.31, 1.19, -107.62, 178.53, -13.01, -52.52,128.35, 6.40, -1.04,162.15, 2.35, -93.83,phone_answer
129.80, 4.52, 6.78, 116.27, -1.41, -15.29, 205.33, 1.20, -107.63, 178.51, -13.03, -52.52,128.36, 6.42, -1.06,162.14, 2.36, -93.83,phone_answer
129.79, 4.56, 6.79, 116.24, -1.35, -15.31, 205.32, 1.20, -107.62, 178.47, -12.99, -52.50,128.33, 6.47, -1.08,162.09, 2.37, -93.83,phone_answer
129.76, 4.56, 6.79, 116.19, -1.30, -15.30, 205.28, 1.18, -107.63, 178.43, -13.01, -52.50,128.32, 6.40, -1.05,162.05, 2.35, -93.83,phone_answer
129.73, 4.51, 6.80, 116.19, -1.40, -15.30, 205.29, 1.18, -107.65, 178.43, -13.01, -52.55,128.35, 6.29, -1.04,162.03, 2.34, -93.82,phone_answer
129.71, 4.49, 6.79, 116.17, -1.40, -15.31, 205.32, 1.19, -107.64, 178.40, -13.03, -52.53,128.33, 6.35, -1.06,162.01, 2.35, -93.82,phone_answer
129.71, 4.50, 6.78, 116.16, -1.38, -15.33, 205.31, 1.18, -107.64, 178.40, -13.02, -52.54,128.36, 6.31, -1.12,161.98, 2.35, -93.82,phone_answer
129.69, 4.49, 6.78, 116.16, -1.41, -15.32, 205.31, 1.18, -107.65, 178.36, -13.01, -52.54,128.32, 6.33, -1.10,161.96, 2.33, -93.83,phone_answer
129.68, 4.46, 6.75, 116.14, -1.43, -15.34, 205.33, 1.17, -107.64, 178.30, -12.98, -52.53,128.29, 6.37, -1.08,161.93, 2.32, -93.83,phone_answer
129.66, 4.50, 6.75, 116.11, -1.37, -15.37, 205.33, 1.15, -107.65, 178.28, -13.01, -52.53,128.27, 6.39, -1.10,161.91, 2.30, -93.84,phone_answer
129.63, 4.52, 6.75, 116.11, -1.39, -15.38, 205.33, 1.14, -107.66, 178.26, -13.05, -52.53,128.23, 6.41, -1.09,161.88, 2.29, -93.85,phone_answer
129.60, 4.51, 6.74, 116.08, -1.41, -15.39, 205.31, 1.15, -107.65, 178.23, -13.02, -52.54,128.19, 6.44, -1.11,161.84, 2.30, -93.87,phone_answer
129.57, 4.49, 6.73, 116.03, -1.40, -15.39, 205.34, 1.18, -107.64, 178.22, -13.02, -52.57,128.14, 6.45, -1.11,161.80, 2.30, -93.88,phone_answer
129.55, 4.46, 6.72, 115.96, -1.36, -15.37, 205.37, 1.19, -107.63, 178.21, -13.04, -52.56,128.11, 6.50, -1.06,161.79, 2.29, -93.87,phone_answer
129.53, 4.48, 6.76, 115.94, -1.35, -15.35, 205.38, 1.17, -107.65, 178.22, -13.05, -52.58,128.10, 6.49, -1.05,161.77, 2.27, -93.86,phone_answer
129.54, 4.45, 6.74, 115.97, -1.39, -15.37, 205.38, 1.16, -107.66, 178.21, -13.07, -52.57,128.06, 6.47, -1.07,161.74, 2.27, -93.87,phone_answer
129.51, 4.44, 6.71, 115.97, -1.43, -15.40, 205.40, 1.18, -107.66, 178.19, -13.07, -52.58,128.06, 6.42, -1.14,161.71, 2.27, -93.88,phone_answer
129.47, 4.43, 6.71, 115.89, -1.40, -15.39, 205.40, 1.21, -107.67, 178.15, -13.02, -52.59,128.04, 6.43, -1.10,161.69, 2.27, -93.89,phone_answer
129.46, 4.41, 6.72, 115.86, -1.40, -15.37, 205.43, 1.21, -107.68, 178.13, -13.03, -52.58,128.06, 6.43, -1.10,161.68, 2.26, -93.88,phone_answer
129.46, 4.42, 6.72, 115.83, -1.34, -15.37, 205.42, 1.18, -107.68, 178.14, -13.01, -52.60,128.03, 6.46, -1.10,161.65, 2.25, -93.86,phone_answer
129.46, 4.40, 6.73, 115.84, -1.36, -15.38, 205.41, 1.15, -107.69, 178.14, -13.00, -52.60,128.04, 6.41, -1.12,161.64, 2.25, -93.87,phone_answer
129.44, 4.42, 6.74, 115.84, -1.39, -15.38, 205.43, 1.16, -107.68, 178.13, -13.00, -52.61,128.04, 6.40, -1.16,161.62, 2.25, -93.89,phone_answer
129.42, 4.40, 6.72, 115.78, -1.37, -15.36, 205.44, 1.18, -107.69, 178.10, -13.02, -52.60,128.02, 6.42, -1.13,161.59, 2.25, -93.88,phone_answer
129.39, 4.40, 6.75, 115.78, -1.40, -15.35, 205.44, 1.17, -107.68, 178.10, -13.00, -52.59,128.05, 6.37, -1.12,161.58, 2.24, -93.87,phone_answer
129.40, 4.39, 6.74, 115.80, -1.43, -15.36, 205.43, 1.14, -107.69, 178.09, -12.98, -52.59,128.06, 6.36, -1.15,161.57, 2.24, -93.87,phone_answer
129.39, 4.40, 6.76, 115.79, -1.42, -15.34, 205.43, 1.15, -107.67, 178.08, -12.98, -52.59,128.02, 6.41, -1.15,161.55, 2.24, -93.89,phone_answer
129.38, 4.37, 6.73, 115.76, -1.43, -15.35, 205.44, 1.16, -107.70, 178.08, -13.00, -52.64,127.96, 6.43, -1.12,161.53, 2.24, -93.90,phone_answer
129.38, 4.35, 6.70, 115.74, -1.44, -15.38, 205.43, 1.16, -107.70, 178.07, -13.00, -52.64,127.93, 6.47, -1.12,161.50, 2.25, -93.89,phone_answer
129.37, 4.35, 6.71, 115.67, -1.33, -15.35, 205.42, 1.15, -107.70, 178.06, -12.99, -52.64,127.94, 6.47, -1.11,161.48, 2.25, -93.88,phone_answer
129.36, 4.37, 6.74, 115.66, -1.33, -15.33, 205.39, 1.12, -107.70, 178.03, -12.94, -52.60,127.91, 6.54, -1.05,161.47, 2.24, -93.88,phone_answer
129.36, 4.36, 6.74, 115.69, -1.38, -15.34, 205.39, 1.10, -107.71, 178.02, -12.96, -52.60,127.91, 6.47, -1.07,161.44, 2.23, -93.88,phone_answer
129.35, 4.33, 6.73, 115.70, -1.44, -15.34, 205.38, 1.10, -107.72, 178.02, -13.02, -52.63,127.89, 6.45, -1.09,161.44, 2.24, -93.90,phone_answer
129.32, 4.36, 6.71, 115.67, -1.45, -15.35, 205.38, 1.13, -107.72, 178.00, -13.03, -52.61,127.88, 6.46, -1.08,161.41, 2.25, -93.91,phone_answer
129.30, 4.40, 6.73, 115.67, -1.44, -15.35, 205.40, 1.13, -107.73, 177.99, -13.02, -52.61,127.88, 6.46, -1.04,161.40, 2.23, -93.91,phone_answer
129.32, 4.36, 6.72, 115.70, -1.49, -15.36, 205.42, 1.13, -107.74, 178.00, -13.03, -52.63,127.87, 6.44, -1.04,161.39, 2.23, -93.92,phone_answer
129.33, 4.33, 6.69, 115.71, -1.50, -15.38, 205.44, 1.12, -107.75, 178.00, -13.06, -52.64,127.88, 6.42, -1.11,161.38, 2.22, -93.92,phone_answer
129.32, 4.35, 6.67, 115.74, -1.55, -15.41, 205.45, 1.13, -107.76, 178.00, -13.06, -52.64,127.86, 6.44, -1.13,161.36, 2.23, -93.93,phone_answer
129.28, 4.40, 6.66, 115.74, -1.55, -15.43, 205.44, 1.14, -107.77, 177.97, -13.01, -52.64,127.84, 6.46, -1.15,161.33, 2.23, -93.93,phone_answer
129.27, 4.38, 6.64, 115.71, -1.53, -15.44, 205.44, 1.14, -107.78, 177.94, -13.02, -52.64,127.82, 6.47, -1.11,161.31, 2.23, -93.93,phone_answer
129.27, 4.37, 6.65, 115.70, -1.53, -15.43, 205.42, 1.12, -107.79, 177.89, -12.94, -52.58,127.79, 6.48, -1.07,161.29, 2.21, -93.92,phone_answer
129.25, 4.37, 6.67, 115.73, -1.58, -15.43, 205.42, 1.09, -107.80, 177.88, -12.90, -52.58,127.78, 6.44, -1.07,161.28, 2.20, -93.92,phone_answer
129.25, 4.37, 6.65, 115.74, -1.60, -15.45, 205.43, 1.09, -107.80, 177.88, -12.93, -52.58,127.71, 6.50, -1.09,161.25, 2.20, -93.93,phone_answer
129.22, 4.38, 6.65, 115.72, -1.59, -15.45, 205.41, 1.09, -107.81, 177.88, -12.93, -52.61,127.69, 6.51, -1.09,161.22, 2.20, -93.94,phone_answer
129.21, 4.37, 6.65, 115.69, -1.58, -15.44, 205.43, 1.09, -107.83, 177.87, -12.97, -52.62,127.65, 6.54, -1.07,161.21, 2.19, -93.95,phone_answer
129.23, 4.36, 6.65, 115.67, -1.56, -15.43, 205.42, 1.09, -107.85, 177.87, -12.96, -52.64,127.63, 6.53, -1.06,161.19, 2.18, -93.96,phone_answer
129.23, 4.35, 6.65, 115.69, -1.60, -15.44, 205.42, 1.08, -107.85, 177.87, -12.93, -52.66,127.63, 6.49, -1.06,161.19, 2.17, -93.98,phone_answer
129.24, 4.31, 6.63, 115.68, -1.60, -15.44, 205.45, 1.09, -107.85, 177.89, -12.94, -52.69,127.59, 6.51, -1.08,161.19, 2.16, -94.00,phone_answer
129.24, 4.30, 6.59, 115.70, -1.64, -15.48, 205.45, 1.10, -107.86, 177.88, -12.94, -52.70,127.59, 6.44, -1.13,161.15, 2.17, -94.02,phone_answer
129.20, 4.32, 6.59, 115.69, -1.66, -15.50, 205.43, 1.11, -107.87, 177.86, -12.95, -52.72,127.56, 6.43, -1.14,161.12, 2.16, -94.03,phone_answer
129.18, 4.29, 6.59, 115.66, -1.67, -15.48, 205.44, 1.11, -107.88, 177.85, -12.97, -52.72,127.57, 6.38, -1.13,161.10, 2.16, -94.02,phone_answer
129.17, 4.27, 6.59, 115.66, -1.67, -15.48, 205.45, 1.11, -107.87, 177.86, -12.98, -52.74,127.55, 6.37, -1.16,161.09, 2.16, -94.03,phone_answer
129.17, 4.27, 6.58, 115.63, -1.63, -15.49, 205.44, 1.09, -107.85, 177.86, -12.98, -52.77,127.49, 6.38, -1.21,161.06, 2.16, -94.03,phone_answer
129.13, 4.27, 6.57, 115.62, -1.67, -15.50, 205.38, 1.07, -107.85, 177.83, -12.99, -52.78,127.44, 6.42, -1.18,161.01, 2.18, -94.02,phone_answer
129.10, 4.26, 6.58, 115.84, -1.95, -15.41, 205.36, 1.05, -107.86, 177.79, -13.03, -52.78,127.42, 6.45, -1.13,160.99, 2.18, -94.03,phone_answer
129.10, 4.28, 6.58, 115.85, -1.90, -15.42, 205.43, 1.07, -107.83, 177.80, -13.04, -52.77,127.42, 6.46, -1.15,160.98, 2.18, -94.03,phone_answer
